10;30;3
20;44;2,2
30;67;2,233333333
40;103;2,575
50;124;2,48
60;155;2,583333333
70;195;2,785714286
80;220;2,75
90;255;2,833333333
100;287;2,87
110;335;3,045454545
120;352;2,933333333
130;394;3,030769231
140;423;3,021428571
150;461;3,073333333
160;505;3,15625
170;532;3,129411765
180;567;3,15
190;597;3,142105263
200;642;3,21
210;679;3,233333333
220;713;3,240909091
230;778;3,382608696
240;801;3,3375
250;832;3,328
260;875;3,365384615
270;1099;4,07037037
280;951;3,396428571
290;991;3,417241379
300;1061;3,536666667
310;1102;3,55483871
320;1131;3,534375
330;1204;3,648484848
340;1208;3,552941176
350;1260;3,6
360;1286;3,572222222
370;1326;3,583783784
380;1374;3,615789474
390;1404;3,6
400;1460;3,65
410;1827;4,456097561
420;1569;3,735714286
430;1562;3,63255814
440;1617;3,675
450;1656;3,68
460;1691;3,676086957
470;1783;3,793617021
480;1817;3,785416667
490;2086;4,257142857
500;1937;3,874
510;1904;3,733333333
520;1943;3,736538462
530;1984;3,743396226
540;2120;3,925925926
550;2101;3,82
560;2142;3,825
570;2179;3,822807018
580;2279;3,929310345
590;2470;4,186440678
600;2978;4,963333333
610;2341;3,837704918
620;3497;5,640322581
630;2965;4,706349206
640;3151;4,9234375
650;2785;4,284615385
660;3023;4,58030303
670;2909;4,341791045
680;4286;6,302941176
690;3142;4,553623188
700;3066;4,38
710;3510;4,943661972
720;3322;4,613888889
730;3298;4,517808219
740;3178;4,294594595
750;3103;4,137333333
760;3089;4,064473684
770;3126;4,05974026
780;3327;4,265384615
790;3267;4,135443038
800;3335;4,16875
810;3766;4,649382716
820;3867;4,715853659
830;3455;4,162650602
840;3566;4,245238095
850;3573;4,203529412
860;3525;4,098837209
870;3608;4,147126437
880;3618;4,111363636
890;3684;4,139325843
900;3740;4,155555556
910;3746;4,116483516
920;3803;4,133695652
930;3853;4,143010753
940;3959;4,211702128
950;3892;4,096842105
960;3999;4,165625
970;3972;4,094845361
980;4076;4,159183673
990;4202;4,244444444
1000;4425;4,425
1010;4234;4,192079208
1020;4240;4,156862745
1030;4292;4,166990291
1040;4405;4,235576923
1050;4752;4,525714286
1060;4960;4,679245283
1070;6138;5,736448598
1080;5698;5,275925926
1090;6281;5,762385321
1100;5365;4,877272727
1110;5461;4,91981982
1120;5891;5,259821429
1130;7333;6,489380531
1140;6611;5,799122807
1150;6059;5,268695652
1160;5136;4,427586207
1170;6651;5,684615385
1180;5053;4,28220339
1190;6312;5,304201681
1200;5442;4,535
1210;5739;4,742975207
1220;6595;5,405737705
1230;6610;5,37398374
1240;6689;5,394354839
1250;6533;5,2264
1260;6983;5,542063492
1270;6640;5,228346457
1280;6865;5,36328125
1290;8503;6,591472868
1300;7213;5,548461538
1310;7988;6,097709924
1320;7213;5,464393939
1330;6362;4,783458647
1340;6105;4,555970149
1350;7554;5,595555556
1360;6412;4,714705882
1370;6442;4,702189781
1380;6429;4,658695652
1390;6270;4,510791367
1400;7468;5,334285714
1410;6814;4,832624113
1420;6611;4,655633803
1430;7816;5,465734266
1440;6555;4,552083333
1450;7342;5,063448276
1460;7295;4,996575342
1470;7046;4,793197279
1480;6570;4,439189189
1490;7234;4,855033557
1500;8599;5,732666667
1510;7103;4,70397351
1520;7397;4,866447368
1530;7198;4,704575163
1540;7330;4,75974026
1550;7067;4,559354839
1560;6842;4,385897436
1570;8114;5,168152866
1580;7109;4,499367089
1590;7986;5,022641509
1600;8114;5,07125
1610;7507;4,662732919
1620;7156;4,417283951
1630;7171;4,399386503
1640;7427;4,528658537
1650;7226;4,379393939
1660;7291;4,392168675
1670;7537;4,513173653
1680;7785;4,633928571
1690;7758;4,590532544
1700;7796;4,585882353
1710;8184;4,785964912
1720;8321;4,837790698
1730;8653;5,001734104
1740;7972;4,581609195
1750;8262;4,721142857
1760;8495;4,826704545
1770;8021;4,531638418
1780;8980;5,04494382
1790;8546;4,774301676
1800;8452;4,695555556
1810;9024;4,985635359
1820;8632;4,742857143
1830;8438;4,610928962
1840;9212;5,006521739
1850;10515;5,683783784
1860;8562;4,603225806
1870;8647;4,624064171
1880;8899;4,733510638
1890;9071;4,799470899
1900;8641;4,547894737
1910;8858;4,637696335
1920;9674;5,038541667
1930;9259;4,797409326
1940;8807;4,539690722
1950;8787;4,506153846
1960;9298;4,743877551
1970;9317;4,729441624
1980;8929;4,50959596
1990;9329;4,687939698
2000;9304;4,652
2010;9184;4,569154229
2020;9611;4,757920792
2030;9529;4,69408867
2040;9397;4,606372549
2050;9653;4,708780488
2060;9750;4,733009709
2070;9341;4,512560386
2080;9860;4,740384615
2090;9889;4,731578947
2100;10096;4,807619048
2110;9648;4,572511848
2120;9995;4,714622642
2130;10126;4,75399061
2140;9931;4,640654206
2150;9929;4,618139535
2160;10272;4,755555556
2170;10522;4,848847926
2180;9973;4,574770642
2190;10403;4,750228311
2200;10471;4,759545455
2210;10277;4,650226244
2220;10535;4,745495495
2230;10449;4,685650224
2240;10150;4,53125
2250;10426;4,633777778
2260;10661;4,717256637
2270;10557;4,650660793
2280;10764;4,721052632
2290;10446;4,561572052
2300;10697;4,650869565
2310;10611;4,593506494
2320;10564;4,553448276
2330;10582;4,541630901
2340;10853;4,638034188
2350;10912;4,643404255
2360;11074;4,692372881
2370;11214;4,73164557
2380;10957;4,603781513
2390;11173;4,674895397
2400;11194;4,664166667
2410;11241;4,664315353
2420;11064;4,571900826
2430;11574;4,762962963
2440;11257;4,61352459
2450;11286;4,606530612
2460;11326;4,604065041
2470;11681;4,729149798
2480;11889;4,793951613
2490;11449;4,597991968
2500;11571;4,6284
2510;12139;4,83625498
2520;11638;4,618253968
2530;11941;4,719762846
2540;11707;4,609055118
2550;11753;4,609019608
2560;12082;4,71953125
2570;11848;4,610116732
2580;12426;4,81627907
2590;12064;4,657915058
2600;12027;4,625769231
2610;12532;4,801532567
2620;12233;4,669083969
2630;12466;4,739923954
2640;12338;4,673484848
2650;12537;4,730943396
2660;12327;4,634210526
2670;12682;4,749812734
2680;12419;4,633955224
2690;12880;4,788104089
2700;13299;4,925555556
2710;12636;4,662730627
2720;13031;4,790808824
2730;13130;4,80952381
2740;13127;4,790875912
2750;12766;4,642181818
2760;12841;4,652536232
2770;12939;4,671119134
2780;13463;4,842805755
2790;12978;4,651612903
2800;13546;4,837857143
2810;13364;4,755871886
2820;13698;4,857446809
2830;14429;5,098586572
2840;15399;5,422183099
2850;13823;4,850175439
2860;13731;4,801048951
2870;13619;4,745296167
2880;13403;4,653819444
2890;14154;4,897577855
2900;14008;4,830344828
2910;14345;4,929553265
2920;13907;4,762671233
2930;14357;4,9
2940;13664;4,647619048
2950;14103;4,780677966
2960;13794;4,660135135
