10;16
20;34
30;56
40;76
50;105
60;121
70;144
80;204
90;236
100;264
110;250
120;268
130;300
140;337
150;344
160;369
170;384
180;469
190;494
200;516
210;692
220;657
230;652
240;624
250;616
260;632
270;635
280;676
290;714
300;772
310;852
320;814
330;794
340;818
350;846
360;904
370;901
380;921
390;944
400;982
410;1008
420;1030
430;1057
440;1083
450;1149
460;1144
470;1173
480;1216
490;1250
500;1256
510;1289
520;1318
530;1335
540;1367
550;1390
560;1429
570;1458
580;1465
590;1487
600;1523
610;1540
620;1579
630;1633
640;1649
650;1657
660;1698
670;1717
680;1754
690;1793
700;1811
710;1930
720;1884
730;1901
740;1926
750;1951
760;1982
770;2022
780;2046
790;2070
800;2078
810;2138
820;2147
830;2171
840;2221
850;2234
860;2255
870;2279
880;2304
890;2327
900;2373
910;2395
920;2420
930;2497
940;2506
950;2523
960;2564
970;2582
980;2649
990;2648
1000;2662
1010;2711
1020;2713
1030;2770
1040;2784
1050;2791
1060;2824
1070;2934
1080;3022
1090;3201
1100;3135
1110;3049
1120;3096
1130;3022
1140;3060
1150;3095
1160;3130
1170;3158
1180;3177
1190;3200
1200;3239
1210;3264
1220;3305
1230;3318
1240;3384
1250;3374
1260;3405
1270;3426
1280;3471
1290;3492
1300;3592
1310;3591
1320;3600
1330;3616
1340;3647
1350;3745
1360;3736
1370;3782
1380;3769
1390;3784
1400;3871
1410;3840
1420;3940
1430;3974
1440;3947
1450;3960
1460;4058
1470;4005
1480;4075
1490;4119
1500;4135
1510;4157
1520;4199
1530;4196
1540;4215
1550;4338
1560;4311
1570;4345
1580;4370
1590;4386
1600;4414
1610;4452
1620;4559
1630;4608
1640;4567
1650;4680
1660;4603
1670;4688
1680;4834
1690;4736
1700;4720
1710;4757
1720;4814
1730;4848
1740;4868
1750;4889
1760;4911
1770;4954
1780;4971
1790;4999
1800;5041
1810;5056
1820;5173
1830;5109
1840;5207
1850;5253
1860;5225
1870;5242
1880;5321
1890;5327
1900;5323
1910;5368
1920;5383
1930;5457
1940;5460
1950;5488
1960;5484
1970;5568
1980;5537
1990;5597
2000;5654
2010;5693
2020;5663
2030;5730
2040;5829
2050;5765
2060;5916
2070;5882
2080;5851
2090;5917
2100;5968
2110;5997
2120;5973
2130;6018
2140;6121
2150;6084
2160;6131
2170;6174
2180;6207
2190;6230
2200;6247
2210;6368
2220;6316
2230;6407
2240;6333
2250;6394
2260;6427
2270;6509
2280;6447
2290;6532
2300;6585
2310;6570
2320;6633
2330;6622
2340;6669
2350;6690
2360;6732
2370;6801
2380;6906
2390;6840
2400;6875
2410;6879
2420;6969
2430;6975
2440;7054
2450;7011
2460;7030
2470;7097
2480;7118
2490;7223
2500;7137
